,date,hour,tweet,linea,estacion
408,07/Nov/2019,01:12:17,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
409,07/Nov/2019,01:13:30,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
410,07/Nov/2019,01:13:48,@azucenau @MetroCDMX Excelso!,,
411,07/Nov/2019,01:14:03,@Rene00158367 @MetroCDMX Gracias!,,
412,07/Nov/2019,01:14:04,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
413,07/Nov/2019,01:14:20,"@MetroCDMX AHÍ SIGUEN LOS BOCINEROS DE LÍNEA 4 SE SUBEN EN CANDELARIA DIRECCIÓN SANTA ANITA, SU HORARIO SIMRPRE ES EN LA TARDE 2:30PM NO HAY SEGURIDAD INSTITUCIONAL Y MENOS AUXILIAR https://t.co/nSJlKHu56M",linea1 2 4 ,CANDELARIA CANDELARIA SANTA ANITA 
414,07/Nov/2019,01:14:21,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
415,07/Nov/2019,01:14:28,@parisyogui @MetroCDMX Pues ya no se arrojen a las vías jajaj,,
416,07/Nov/2019,01:14:31,@pinello13 @MetroCDMX Ño directamente.,,
417,07/Nov/2019,01:14:40,"@DDNaucalpan ¡ algo, así: 
       como el aumento del boleto de @MetroCDMX para erradicar ambulantes !

lamentablemente, en ambos no habrá cambio.

@GobNau 

@PDuranReveles",,
418,07/Nov/2019,01:14:43,@MetroCDMXQuejas @MetroCDMX Penúltimo vagón #L9 se bajo en chabacano,linea8 L9 ,chabacano chabacano 
419,07/Nov/2019,01:14:55,"Ya camino al Arrimon cuando sucedió la desgracia...

Y así fue como se murió mi segundo celular!!! 🤬🤬🤬🤬

#SeductoraExhibit 
#SeductoraDeCorazon 
#SeductorasTeam 
#PrincesaSensuales
#exhibit #tanga 
@MetroCDMX https://t.co/XWz4V4YEcx",,
420,07/Nov/2019,01:14:55,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
421,07/Nov/2019,01:14:57,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
422,07/Nov/2019,01:15:00,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
423,07/Nov/2019,01:15:02,@MetroCDMX @Erickisback1 Muchas gracias por arriesgar su integridad física por rescatar a este perrito.,,
424,07/Nov/2019,01:15:18,@azucenau @MetroCDMX Aún hay cosas buenas 💓,,
425,07/Nov/2019,01:15:38,"@azucenau @MetroCDMX Me recuerda a las películas americanas. Se muere la abuela, el niño en una tragedia pero el perro se salva.",,
426,07/Nov/2019,01:16:03,"@MetroCDMX Cero y van 3 convoyes sin poder abordar, con todo, enviaron convoy vacío. Estación Coyoacán  dirección Indios Verdes https://t.co/gpLCDxWif5",3 ,Indios Verdes 
427,07/Nov/2019,01:17:51,"@MetroCDMX  hay un hombre en el vagón de mujeres, en la línea 3 dirección indios verdes, y ya pasamos tres estaciones y no hay ni un solo policía ....",3 ,indios verdes 
428,07/Nov/2019,01:18:29,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
429,07/Nov/2019,01:18:51,@SoyCriSzis @MetroCDMX Te paso la policía al vagón de las señoras,,
430,07/Nov/2019,01:18:55,"@azucenau @MetroCDMX @azucenau Oiga, no se distraiga en cosas intrascendentes, no se salga de los temas nacionales verdaderamente importantes. Luego no critiquen al presidente porque se reúne con un beisbolista si hacen lo mismo. ¡Ah, verdad!",,
431,07/Nov/2019,01:19:38,@MetroCDMX hay unos fulanos llamados vagoneros que están fumando marihuana en metro panteones dirección cuatro caminos. Por donde están las esculturas . Y ya se subieron al tren dirección cuatro caminos van y vienen en el tren,linea2 ,panteones cuatro cuatro caminos 
432,07/Nov/2019,01:19:44,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
433,07/Nov/2019,01:19:53,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
434,07/Nov/2019,01:20:17,"@MetroCDMX @pikis_deolarte Si pudiera hablar el cancito nos diría, ¿como llegó ahí? .  🤔",,
435,07/Nov/2019,01:20:26,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
436,07/Nov/2019,01:20:35,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
437,07/Nov/2019,01:20:50,@MetroCDMX También cheque Santa Martha y la línea que va al Estado de México la paz está muy insegura y llena de asaltos y drogadictos en los vagones,linea4 ,Santa paz 
438,07/Nov/2019,01:20:54,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
439,07/Nov/2019,01:21:03,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
440,07/Nov/2019,01:21:05,@parisyogui @MetroCDMX Pero el vagón de los GAYS es el último no ?,,
441,07/Nov/2019,01:21:09,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
442,07/Nov/2019,01:21:11,"@azucenau @MetroCDMX ¡Bien por esos héroes! Sería interesante un reportaje de @mileniotv sobre dónde lo llevaron y cómo será su proceso de rehabilitación y adopción, no @azucenau?",,
443,07/Nov/2019,01:21:23,@MetroCDMX Y no está lloviendo 🙄🙄🙄,,
444,07/Nov/2019,01:21:43,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
445,07/Nov/2019,01:21:46,@ExaelSalcedo @URSSbajoelarbol Yo me topé este en las pantallas del @MetroCDMX https://t.co/5i2Funvaif,,
446,07/Nov/2019,01:22:10,@MetroCDMX @dogazalu @Claudiashein @SSP_CDMX Sus recorridos son imaginarios solo posan para la foto en estos momentos estan los vagoneros en todo su esplendor vagón R.3851 saliendo de Cuatro Caminos,linea2 ,Cuatro Caminos 
447,07/Nov/2019,01:22:51,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
448,07/Nov/2019,01:24:36,@MetroCDMX @FirenzeM : ¡Urgente  Lugares apropiados para personas invidentes con perros guía en vagones del Metro - ¡Firma la petición! https://t.co/oxefoOw0WW vía @Change_Mex,,
449,07/Nov/2019,01:25:09,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
450,07/Nov/2019,01:25:22,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
451,07/Nov/2019,01:25:31,@Claudiashein @MetroCDMX @SSPCMexico De nuevo un acceso a mujeres y niños bloqueado en metro Tacubaya. Exhortandoles que en caso de siniestro se nos bloquea a los usuarios una salida de emergencia. Espero respondan y una pronta solución. Por qué nunca lo hacen. @lopezobrador_ https://t.co/leVenw9M9J,linea3 ,niños 
452,07/Nov/2019,01:25:58,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
453,07/Nov/2019,01:26:41,@azucenau @MetroCDMX Que chinguen a su madre por su hipocrecia !! Y cuando fumigan matando indiscriminadamente a los gatos ???? O cuantos gatos han depositado en el albergue ???,,
454,07/Nov/2019,01:26:42,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
455,07/Nov/2019,01:28:10,@MetroCDMX @dogazalu @Claudiashein @SSP_CDMX Sus recorridos son imaginarios solo posan para la foto en estos momentos estan los vagoneros en todo su esplendor vagón R.3851 saliendo de Cuatro Caminos,linea2 ,Cuatro Caminos 
456,07/Nov/2019,01:30:37,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
457,07/Nov/2019,01:31:27,@azucenau @MetroCDMX bravo muy bien muchas felicidades a estas personas no todos  tenemos corazon de piedra,,
458,07/Nov/2019,01:31:46,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
459,07/Nov/2019,01:32:44,"@MARIA70392235 @MetroCDMX No sólo eso, yo tome el tren en Juárez dirección indios verdes y se está tardando demasíado en cerrar las puertas, además de que se están subiendo demasiados vendedores, agrega el calor y olores 🤢",linea3 ,indios verdes 
460,07/Nov/2019,01:32:50,Bravo héroes!! Difundamos lo bueno también! https://t.co/chvNldIwFo,,
461,07/Nov/2019,01:33:07,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
462,07/Nov/2019,01:33:13,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
463,07/Nov/2019,01:33:38,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
464,07/Nov/2019,01:33:44,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
465,07/Nov/2019,01:33:45,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
466,07/Nov/2019,01:33:52,"@Central_CM @MetroCDMX #Alguien_Tenia_que_Realizar el Trabajó Sucio...
#Como_se_Pueda, No Nos Queda de Otra, Nos Encanta Nuestro Trabajo y por eso Lo Hacemos ""Es El Amor al Triángulo"" es ""el Amor a la Camiseta"" a Todo lo que Protección Civil Engloba y Representa...",,
467,07/Nov/2019,01:34:09,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
468,07/Nov/2019,01:34:15,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
469,07/Nov/2019,01:34:30,@kathyefe @MetroCDMX @CDMXMetro https://t.co/eyTeDIJued,,
470,07/Nov/2019,01:35:12,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
471,07/Nov/2019,01:35:28,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
472,07/Nov/2019,01:35:30,¿No que con mas nuevas ya no? @andreslajous @LaSEMOVI @MetrobusCDMX @MetroCDMX @Claudiashein @a quien corresponda https://t.co/juChDz1dIi,,
473,07/Nov/2019,01:35:36,@MetroCDMX #L3 no está lloviendo porque tan lento llevamos 10 min en el túnel,L3 ,
474,07/Nov/2019,01:36:14,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
475,07/Nov/2019,01:36:34,@SoyCriSzis @MetroCDMX Hay ya cuenta estupida...nadamas te haces la interesante,,
476,07/Nov/2019,01:37:23,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
477,07/Nov/2019,01:38:12,@MetroCDMX Alguien sabe como va la línea 9?,9 ,
478,07/Nov/2019,01:38:17,"@MetroCDMX Pero qué re chingados, mínimo 10 minutos por estación, no mamen",,
479,07/Nov/2019,01:38:20,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
480,07/Nov/2019,01:38:35,@MetroCDMX En chabacano esta hasta el gorro no se puede subir al tren,linea8 ,chabacano chabacano 
481,07/Nov/2019,01:39:13,Confianza paso a paso entre funcionarios y sociedad civil con pequeños detalles. Gracias mi querida Angie,,
482,07/Nov/2019,01:39:18,@MetroCDMX Los policías son cómplices de la gente que se dedica a eso ( no se fíen de ellos ) ... a mi me pasó y un policía no hizo nada.,,
483,07/Nov/2019,01:39:29,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
484,07/Nov/2019,01:40:21,@MetroCDMX Detenida #L3,L3 ,
485,07/Nov/2019,01:40:50,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
486,07/Nov/2019,01:40:56,@MetroCDMX ¿Qué pasa en pantitlan Linea A? Esta saturado hasta los transbordes,linea1 ,pantitlan pantitlan pantitlan pantitlan 
487,07/Nov/2019,01:41:27,"@MetroCDMX Hola, buenas noches.
¿Podría hacer algo con respecto a las personas que se suben por el lado que no corresponde?
Estoy en el metro Universidad y se me hace injusto, tanto para los demás usuarios que sí respetamos las reglas al momento de abordar.

De antemano, gracias. https://t.co/xXeVkvWhvh",linea3 ,Universidad 
488,07/Nov/2019,01:41:31,@SoyCriSzis @MetroCDMX vas a contar o que? https://t.co/6TTKqlRRhq,,
489,07/Nov/2019,01:41:49,"¡Sube tu bici a la Red #MICDMX!

Para llegar a los puntos de la Ruta, podrás llegar en una @ecobici o transportarte con tu bici en @MetroCDMX, @MetrobusCDMX y Tren Ligero y Trolebús de @STE_CDMX 🚇🚌🚎🚃 https://t.co/FUis7fg5cq",,
490,07/Nov/2019,01:42:40,"@MetroCDMX Línea B metro Garibaldi a Morelos, tiempo de trayecto 20 minutos.",linea4 ,Morelos Garibaldi Morelos 
491,07/Nov/2019,01:42:44,@MetrobusCDMX @MetroCDMX @Univ_Metropoli @UNAM_MX @teatrounam @FilmotecaUNAM @RadioUNAM @musicaunam @librosunam @revista_unam @UNAM_FCPyS @DeporteUNAM @DanzaUNAM @IPN_Cultura @IPN_MX @AguilasIPN @UPIICSA @SecretariaIPN @ESCA_IPN @DAE_IPN @dse_ipn @cps_ipn @IBERO_mx @ITAM_mx,,
492,07/Nov/2019,01:42:57,"Hagan algo, no inventen 
Está full la estación del @MetroCDMX #Chabacano",linea8 ,Chabacano Chabacano 
493,07/Nov/2019,01:43:04,@MetroCDMX Puta #LB viene lentisima!!! Y ni llovió culeros,,
494,07/Nov/2019,01:43:04,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
495,07/Nov/2019,01:43:44,"Si asistes al Paseo Nocturno en Bicicleta este 9 de noviembre ¡te tenemos una buena noticia!

🔸Accede al @MetroCDMX con tu bici a partir de las 17:00 h hasta finalizar el servicio

🔸Accede a @MetrobusCDMX todo el día, a excepción de 12:00 a 17:00 h

Excelente servicio⭐⭐⭐⭐⭐ https://t.co/S8xczsgyzI",9 12 ,
496,07/Nov/2019,01:43:47,@MetroCDMX Alguien sabe cómo está línea 9 en Tacubaya,linea1 9 ,Tacubaya Tacubaya Tacubaya 
497,07/Nov/2019,01:44:04,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
498,07/Nov/2019,01:44:05,@MetroCDMX Muy bien!!,,
499,07/Nov/2019,01:44:29,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
500,07/Nov/2019,01:45:01,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
501,07/Nov/2019,01:45:25,"@MetroCDMX ⚠️⚠️Aviso #LineaB para no decepcionar hasta la mad....(Dirección Ciudad Azteca ) Y con marcha lentísima; intervalo entre trenes 5 min, sumenle que siempre hay usuarios que no entienden que la mochila en los vagones viaja abajo y no en la espalda ⚠️⚠️",5 ,
502,07/Nov/2019,01:45:48,@Edgxr__ @MetroCDMX En mi whats jovenazo,,
503,07/Nov/2019,01:46:03,@MetroCDMX Como va la linea 1,1 ,
504,07/Nov/2019,01:46:56,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
505,07/Nov/2019,01:47:14,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
506,07/Nov/2019,01:47:58,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
507,07/Nov/2019,01:48:15,@kathyefe @MetroCDMX @CDMXMetro Por eso dice «PLANEA TU VIAJE»,,
508,07/Nov/2019,01:48:31,"A 8 metros de altura, trabajadores del @MetroCDMX realizan el rescate de un can en tramo de la Línea 12 https://t.co/yBDwm3htOU https://t.co/YHYuiJ3sLB",8 12 ,
509,07/Nov/2019,01:48:43,No acaba el desincentivar la denuncia por parte de MP's  @Claudiashein @ErnestinaGodoy_ @PGJDF_CDMX @FirenzeM @MetroCDMX,,
510,07/Nov/2019,01:48:51,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
511,07/Nov/2019,01:49:02,"@lttymg @MetroCDMX Y no es la única estación, he visto twits donde se quejan de lo mismo en otras",,
512,07/Nov/2019,01:49:06,Y donde esta la seguridad del @MetroCDMX https://t.co/m4CO2pEzq1,,
513,07/Nov/2019,01:49:49,No acaba el desincentivar la denuncia por parte de MP's  @Claudiashein @ErnestinaGodoy_ @PGJDF_CDMX @FirenzeM @MetroCDMX https://t.co/pN02W32ub7,,
514,07/Nov/2019,01:50:59,@JesGan_love @MetroCDMX @MetroCDMX y ustedes que dicen???? O que solo contestan  cuando no se les cuestiona???,,
515,07/Nov/2019,01:51:29,No acaba el desincentivar la denuncia por parte de MP's  @Claudiashein @ErnestinaGodoy_ @PGJDF_CDMX @FirenzeM @MetroCDMX https://t.co/pN02W32ub7,,
516,07/Nov/2019,01:51:54,"@SSP_CDMX @OVIALCDMX @SSPCMexico @MetroCDMX @Alc_Iztapalapa @C5_CDMX
aquí casual empedándose en el #paradero de #metroconstitucion 19:48 hs. nos mandan una patrulla https://t.co/MUqy8VeMQQ",,
517,07/Nov/2019,01:52:08,"Personal de las áreas de @CNPC_MX del @MetroCDMX rescataron a un can que se encontraba atrapado en las vías de la estación Nopalera, en la Línea 12. 🦮🚇
https://t.co/wdfRAwSqyD",linea12 ,Nopalera 
518,07/Nov/2019,01:52:58,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
519,07/Nov/2019,01:53:16,"Ayer personal a bordo de la unidad especial de rescate del @MetroCDMX rescató a un perro, bien por ellos 

Lo malo, no tienen ni idea de cómo realizar este tipo de maniobras 

Ven como si les URGE capacitación! 

👇🏼 https://t.co/eg8pg8upo5",,
520,07/Nov/2019,01:53:45,@EAML2 @MetroCDMX Poca gente y fluida,,
521,07/Nov/2019,01:53:49,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
522,07/Nov/2019,01:54:00,@MetroCDMX no se supone que el asiento en la imagen es reservado? Vagón M0524 estación salto del agua dirección Pantitlan https://t.co/JSOX4JTUtJ,linea1 ,salto agua Pantitlan Pantitlan salto agua Pantitlan Pantitlan 
523,07/Nov/2019,01:54:14,@MetroCDMX La #L9 está de la mierda 15 minutos haciendo base en Chilpancingo que pasa,L9 ,Chilpancingo 
524,07/Nov/2019,01:55:36,"@azucenau @fconsydig @MetroCDMX Cómo llegaron ahí los perritos? 😱 buena labor, confío que están bien resguardados🐶🐶",,
525,07/Nov/2019,01:55:43,"@Elfranc72766765 @Dagda2018 @FirenzeM @jorgegavino @MetroCDMX @Claudiashein @lopezobrador_ @DenunciasMetro @FrancoZepeda6 @arizpe_javier @Dalila_Sarabia Y más por que es su caja chica, contratan a sus empresas (obvio a través de prestanombres o su contratar) y agencia de colocación de empleos.",,
526,07/Nov/2019,01:55:47,"Esta administración de @FirenzeM salió más voraz que la de @jorgegavino , pobre del @MetroCDMX lo utilizan como la caja chica de la CDMX , @Claudiashein @lopezobrador_ @DenunciasMetro @Dagda2018 @FrancoZepeda6 @arizpe_javier @Dalila_Sarabia https://t.co/Vlela93qj3",,
527,07/Nov/2019,01:55:48,@Elfranc72766765 @FirenzeM @jorgegavino @MetroCDMX @Claudiashein @lopezobrador_ @DenunciasMetro @FrancoZepeda6 @arizpe_javier @Dalila_Sarabia Siempre el metro es utilizada como caja chica del gobierno el problema es que el diputado sonrisas colgate no dejó nada que robar ..@FirenzeM  rasguñando hasta la nómina de los empleados ...con instrucciones a modo de capricho ...si sabes verdad @Claudiashein,,
528,07/Nov/2019,01:55:59,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea3 8 12 ,Centro Centro Nopalera 
529,07/Nov/2019,01:56:05,@MetroCDMX Gracias,,
530,07/Nov/2019,01:56:46,@helenamaravilla @azucenau @MetroCDMX Buena pregunta,,
531,07/Nov/2019,01:57:06,Que bonito😍👍,,
532,07/Nov/2019,01:57:32,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
533,07/Nov/2019,01:57:41,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
534,07/Nov/2019,01:57:48,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
535,07/Nov/2019,01:59:44,Desde la Glorieta del @MetroCDMX estación Insurgentes @repor33 platica con @estarc62 https://t.co/IorpPZGCYB,linea1 ,Insurgentes 
536,07/Nov/2019,02:00:05,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera 
537,07/Nov/2019,02:01:02,@citlalaloca @MetroCDMX Mmm,,
538,07/Nov/2019,03:01:10,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
539,07/Nov/2019,03:01:21,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",linea3 ,niños 
540,07/Nov/2019,03:01:33,@MetroCDMX Gracias por ayudar a ese perrito 👍,,
