,Unnamed: 0,date,hour,tweet,linea,estacion
519,519,15/Nov/2019,04:30:08,¿Cuándo mejorará el servicio en el metro? @Claudiashein @MetroCDMX  @DenunciasMetro #LA #Pantitlan https://t.co/uEQ53SuFOd,linea1 ,Pantitlan Pantitlan Pantitlan Pantitlan 
520,520,15/Nov/2019,04:30:35,@TORSAN1000 @Tahipat @VillaDeCortesBJ @UCS_GCDMX @CDMX_Semovi @morozca @monicatapiaa @MoratoriaUrbana @CiudadesCaminan @camina_mx @Peaton_no @peatonito @BicireporteraDF @MetrobusCDMX @MetroCDMX @Bicitekas @peatonesprimero @BiciSoluciones @PeatonDelSur @SomosBicis @PeatonVigilante @arelibiciteka @Javier_Hidalgo Segun estudios científicos lo que más contamina es el auto particular. Urge desincentivarlo. Segun los comites partidistas golpistas de la #BJ les estan quitando su derecho a contaminar y la movilidad del 81% que menos contamina no importa #SíAlMetrobus #SalvemosEjeCuauhtémoc https://t.co/FViaLJ30LL,,
521,521,15/Nov/2019,04:31:23,"#AVISOIMPORTANTE

Cuidado la rata anda chambeando en linea 9 entre @MetroCDMX Pantitlán y velodromo dos weyes y una vieja de buen ver para llamar la atencion",9 ,velodromo 
522,522,15/Nov/2019,04:32:38,@MetroCDMX Ya lo rescataron,,
523,523,15/Nov/2019,04:33:40,"@MetroCDMX: Estimados usuarios, les informamos que ya pueden pasar por sus chicharrones caseros a mitad del pasillo de las escaleras, si se llegan a caer por tanto sabor NO es nuestra responsabilidad.

Estamos en #Patriotismo dirección Pantitlán. 😒 https://t.co/z1WI0O6FAi",linea9 ,Patriotismo 
524,524,15/Nov/2019,04:34:30,"Hoy un vendedor ambulante, de la Estación Centro Médico (Dirección I. Verdes), intentó sacarle la cartera a mi novia de su mochila, éste fue siguiéndonos hasta Balderas y bajó en Salto del Agua. ¡Fuera ambulantes! @UCS_GCDMX @DenunciasMetro @MetroCDMX @GobCDMX",linea1 ,Balderas Salto Centro Verdes Balderas Salto Centro 
525,525,15/Nov/2019,04:35:29,"EXPOLUCHA 15 y 16 de Agosto 2020 PHILADELPHIA,PA. @ExpoLucha @univision65phil #luchalibre @mas_lucha @maskedrepublic @TvSongie @MetroCDMX https://t.co/00aXg9GT6O",,
526,526,15/Nov/2019,04:35:37,"Después de muchos,muchos años, por fin se les prendió el foco 💡 de hacer esto en la ciudad!! 
Este tipo de transporte, junto con el @MetroCDMX nos ayudaba muchísimo cuando tenías que llegar muy de noche a tu destino en el DF. 
Preferible a pagar un taxi 🚖 a esas horas.",,
527,527,15/Nov/2019,04:35:51,"@TORSAN1000 @sansansan @Tahipat @VillaDeCortesBJ @UCS_GCDMX @CDMX_Semovi @morozca @monicatapiaa @MoratoriaUrbana @CiudadesCaminan @camina_mx @Peaton_no @peatonito @BicireporteraDF @MetrobusCDMX @MetroCDMX @Bicitekas @peatonesprimero @BiciSoluciones @PeatonDelSur @SomosBicis @PeatonVigilante @Javier_Hidalgo Idoneidad de transporte depende de varios factores: no es nada más elegir el que suponemos contamina menos. Costo, capacidad, tarifa, mantenimiento, nivel de servicio. Dejemos de creer que es como ir al súper y elegir el que más nos gusta.",,
528,528,15/Nov/2019,04:36:22,"@MetroCDMX qué onda con sus empleados ? En el vagón de MUJERES Y SENTADOS EN ASIENTOS ASIGNADOS súper mal ejemplo , el trabajar ahí No pos exenta de NO seguir las reglas por eso todo el sistema está de la mierda https://t.co/nw4SYNf6xi",,
529,529,15/Nov/2019,04:36:38,"@TORSAN1000 @sansansan @Tahipat @VillaDeCortesBJ @UCS_GCDMX @CDMX_Semovi @morozca @monicatapiaa @MoratoriaUrbana @CiudadesCaminan @camina_mx @Peaton_no @peatonito @BicireporteraDF @MetrobusCDMX @MetroCDMX @Bicitekas @peatonesprimero @BiciSoluciones @PeatonDelSur @SomosBicis @PeatonVigilante @Javier_Hidalgo Idoneidad de transporte depende de varios factores: no es nada más elegir el que suponemos contamina menos. Costo, capacidad, tarifa, mantenimiento, nivel de servicio. Dejemos de creer que es como ir al súper y elegir el que más nos gusta.",,
530,530,15/Nov/2019,04:39:38,Comercio Informal en cuatro caminos #Linea2 del @MetroCDMX  y la cara de los @UCS_GCDMX https://t.co/nExRk6fHVQ,Linea2 ,cuatro caminos 
