,Unnamed: 0,date,hour,tweet,linea,estacion
231,231,14/Nov/2019,23:50:52,@soylaprimavera @AlbertoRuizGal4 @MetroCDMX así es!!!,,
232,232,14/Nov/2019,23:51:24,"Para celebrar el 50aniv de @MetroCDMX en la estación #hidalgo está la expo. #involuntarymexico curada por #aldoflores. El arte está en todas partes, la ciudad per se es una inmensa obra se arte viva, que cambia. https://t.co/7sugreuCKZ",linea2 ,hidalgo hidalgo 
233,233,14/Nov/2019,23:52:20,@soylaprimavera @AlbertoRuizGal4 @MetroCDMX buena tarde!,,
234,234,14/Nov/2019,23:52:50,"@JosLuisLpezGar6 @MetroCDMX que dicen los de @MetroCDMX que no seas mentiroso.... no hay nadie, no pasa eso dentro de sus instalaciones... no sin pagar la cuota",,
235,235,14/Nov/2019,23:52:58,"@MetroCDMX Vendedores Ambulantes... Línea A, estación Pantitlán, dirección La Paz ... https://t.co/JWJcNiKlVt",lineaA ,Paz 
236,236,14/Nov/2019,23:53:33,@vmvicman @MetroCDMX Es para tirar a los ambulantes,,
237,237,14/Nov/2019,23:55:02,@soylaprimavera @AlbertoRuizGal4 @MetroCDMX buena tarde!,,
238,238,15/Nov/2019,00:00:00,Niños llegan al @MetroCDMX a pedir ayuda porque sus padres murieron ➡ https://t.co/eX84VciAKR https://t.co/KpWPKdOSwH,linea3 ,Niños 
239,239,15/Nov/2019,00:00:43,"@JosLuisLpezGar6 Buenas tardes, notificamos a @MetroCDMX para su debida atención.",,
240,240,15/Nov/2019,00:06:16,"Se llevó a cabo una junta de trabajo entre el @InjuveCDMX, @SOBSECDMX, @MetroCDMX y @DGPI_OM_CDMX para coordinar los trabajos de mitigación, derivados de la obra de #L12, que pudieran afectar a las áreas y habitantes de @AlcaldiaAO. https://t.co/N2KaDkcQL9",L12 ,
241,241,15/Nov/2019,00:06:39,@israels65103942 @MetroCDMX Como consiguen boletos los vendedores de afuera quien sabe.. Será que están coludidos metro y la policía,,
242,242,15/Nov/2019,00:06:42,"El tren n.2174 dirección cuatro caminos va frenando en exceso ocasionando caídas y golpes a los usuarios en su interior 
@MetroCDMX revisa está situación 
Conductor imprudente y mal servicio ponen en riesgo a los usuarios #URGENTE @Claudiashein @GobCDMX @UCS_GCDMX",linea2 ,cuatro caminos 
243,243,15/Nov/2019,00:06:56,"@MetroCDMX vomito en el vagon, linea naranja en constituyentes https://t.co/HK0YZmmeNE",naranja ,constituyentes 
244,244,15/Nov/2019,00:07:43,"Se llevó a cabo una junta de trabajo entre el @InjuveCDMX, @SOBSECDMX, @MetroCDMX y @DGPI_OM_CDMX para coordinar los trabajos de mitigación, derivados de la obra de #L12, que pudieran afectar a las áreas y habitantes de @AlcaldiaAO. https://t.co/N2KaDkcQL9",L12 ,
245,245,15/Nov/2019,00:07:57,@MetroCDMX Línea 7 dirección barranca del muerto tus trenes no cierran la puerta o qué onda ya más de 5 minutos aquí,5 7 ,barranca muerto 
246,246,15/Nov/2019,00:10:38,#escaleras @MetroCDMX Estación Auditorio https://t.co/TjZUq4dkDr,,
247,247,15/Nov/2019,00:10:38,@Edl94530583 @MetroCDMX @FirenzeM Nooo soy 100% AMLO 😜😜,,
248,248,15/Nov/2019,00:11:17,"@MetroCDMX Cómo creen que línea 7 4 minutos, lleva detenido 6 en San Antonio y así en las estaciones anteriores, quién es el inepto que hace estos reportes???",linea2 4 6 7 ,Antonio 
249,249,15/Nov/2019,00:11:25,"@Dan_ielfx69 @Eli_LopOrt @MetroCDMX En el rosario me la cambiaron sin problema, de hecho por las mañanas ponen una mesa y una personas en específico",linea6 ,rosario rosario 
250,250,15/Nov/2019,00:12:06,"@MetroCDMX @C5_CDMX @JosLuisLpezGar6 @MetroCDMX Buenas tardes. Por favor solo les pedimos que no nos quieran engañar, yo he presenciado esos momentos en los que los policías nadamas posan para la foto y una vez tomada vuelven a estar en el celular o a cotorrear en bolita con los demás... MEJORES POLICIAS!! POR FAVOR",,
251,251,15/Nov/2019,00:12:42,#escaleras @MetroCDMX Estación Auditorio https://t.co/TjZUq4dkDr,,
252,252,15/Nov/2019,00:14:13,@MetroCDMX Pero si la 9 va lenta y va llena,9 ,
253,253,15/Nov/2019,00:15:54,"@MetroCDMX @jose60853944 Esos mismos policías yo he visto en Cuatro caminos  que a los vendedores hombres cuando ya van en los vagones de mujeres ""si te pido que te pases a los de hombre, por favor"" y no los corren. ESOS MISMOS POLICÍAS!!!!!",linea2 ,Cuatro caminos 
254,254,15/Nov/2019,00:15:57,@MetroCDMX @C5_CDMX @JosLuisLpezGar6 gracias de todas maneras,,
255,255,15/Nov/2019,00:16:16,@Edl94530583 @MetroCDMX @FirenzeM Nooo soy 100% Andy 😜😜,,
256,256,15/Nov/2019,00:16:48,"@FirenzeM 
El de las congeladas (bolsa blanca, ya no lleva hielera) toreando a supervisores y policías
Vendiendo a mitad de andador entre líneas 8 y 12
Supervisores y policías todos en el extremo de línea 8 @MetroCDMX 
REECOORRIDOOOOOOS",8 8 12 ,
257,257,15/Nov/2019,00:17:12,"Vamos a realizar una inversión histórica en el @MetroCDMX 🚇 que consiste en la adquisición de 30 trenes, la modernización del pilotaje, la repotenciación de los trenes de la Línea 3 y del sistema de energía eléctrica 👉🏼 https://t.co/lvRvpyQ2ht https://t.co/ZYxBiYlIGL",3 ,
258,258,15/Nov/2019,00:17:46,@raquelpg002 @MetroCDMX @FirenzeM Gózala Costeña,,
259,259,15/Nov/2019,00:18:38,@MetroCDMX Avanza puto metro xd,,
260,260,15/Nov/2019,00:19:16,"@danntorresh @MetroCDMX ASI ES SON CORRUPTOS AYER PUSE UNA PUBLICACIÓN DE UN POLICIA QUE NI ROMPÍA LOS BOLETOS PORQUE EL TORNIQUETE ESTABA FALLANDO LE RECLAMÉ Y ME LOS AVENTÓ EN LA CARA @MetroCDMX NO ME RESPONDIO NADA ESOS BOLETOS LOS REVENDEN AFUERA OTRAS PERSONAS, EN FIN...",,
261,261,15/Nov/2019,00:19:38,"Para celebrar el 50aniv de @MetroCDMX en la estación #hidalgo está la expo. #involuntarymexico curada por #aldoflores. El arte está en todas partes, la ciudad per se es una inmensa obra se arte viva, que cambia. https://t.co/7sugreuCKZ",linea2 ,hidalgo hidalgo 
262,262,15/Nov/2019,00:21:08,"@MetroCDMX vendedor ambulante de cacahuates con un costal blanco se traslada en la línea 8 dirección constitución 1917, neta no se dan cuenta??",8 ,
263,263,15/Nov/2019,00:21:16,@MetroCDMX acaso las escaleras eléctricas de Tacubaya están solo de adorno... https://t.co/hcyPV4GxVr,linea1 ,Tacubaya Tacubaya Tacubaya 
264,264,15/Nov/2019,00:23:13,@MetroCDMX metro que onda con tu retraso en la línea 7 está atascado.😭🙄,7 ,
265,265,15/Nov/2019,00:24:33,@MetroCDMX Vagón PR3499 No sirven ventiladores L9,L9 ,
266,266,15/Nov/2019,00:27:01,@MetroCDMX Linea 7 muy lenta y llena,7 ,
267,267,15/Nov/2019,00:27:42,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
268,268,15/Nov/2019,00:28:33,El amor-odio que siento por el @MetroCDMX es de otro planeta.,,
269,269,15/Nov/2019,00:29:33,"@MetroCDMX La línea 3 va muy lenta, en universidad no llega ningún metro",3 ,universidad 
270,270,15/Nov/2019,00:29:48,@RedVialRC @CGSPTLALNE2016 @MetroCDMX @Guivaco Haber a quien fastidian,,
271,271,15/Nov/2019,00:32:38,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
272,272,15/Nov/2019,00:33:18,@MetroCDMX ...... Es por la lluvia........ 🙄,,
273,273,15/Nov/2019,00:35:02,@MetroCDMX va para 2 semanas así esta escalera eléctrica dentro de la estación Moctezuma Linea1. https://t.co/N62tJt0p9H,linea1 2 ,Moctezuma 
274,274,15/Nov/2019,00:36:25,@dbeniteza @MetroCDMX https://t.co/L51GG4qvxv,,
275,275,15/Nov/2019,00:38:53,@MetroCDMX no que según ya no abría ventas y personas pidiendo dádivas en los vagones d la línea A pero sigan apoyando a su FERREO  Gerardo Ramirez de seguro también les está compartiendo d sus ganancias todos el sistema de metro y policía están cortados x la misma tijera https://t.co/QicZwRBAYz,,
276,276,15/Nov/2019,00:39:20,@MetroCDMX 13:38 estación Popotla línea azul tres ambulantes uno tras otro. https://t.co/qok3pYiExo,azul ,
277,277,15/Nov/2019,00:42:03,"@RedVialRC @CGSPTLALNE2016 @MetroCDMX @Guivaco @SS_Edomex @Edomex @OVIALCDMX Quien ordena a esos “oficiales” a cerrar de esa manera un carril en plena hora pico, saben toda la contaminación que provoca el trafico?",,
278,278,15/Nov/2019,00:43:01,"@RedVialRC @CGSPTLALNE2016 @MetroCDMX @Guivaco Esa es una constante en diversas calles y avenidas de la CDMX, @OVIALCDMX se debería de coordinar con @LaSEMOVI para que a ciertos despistados oficiales no les dé por improvisar.",,
279,279,15/Nov/2019,00:43:25,@nenulo Mucho ayudaría a limpiar los accesos a todas las estaciones del @MetroCDMX en la @AlcCuauhtemocMx que están llenas de puestos de ambulantaje poniendo en riesgo a peatones y usuarios. Ayudaría mucho a la movilidad y a la sanidad pública.,,
280,280,15/Nov/2019,00:43:29,@MetroCDMX va para 2 semanas así esta escalera eléctrica dentro de la estación Moctezuma Linea1. https://t.co/N62tJt0p9H,linea1 2 ,Moctezuma 
281,281,15/Nov/2019,00:44:08,@MetroCDMX acaso las escaleras eléctricas de Tacubaya están solo de adorno... https://t.co/hcyPV4GxVr,linea1 ,Tacubaya Tacubaya Tacubaya 
282,282,15/Nov/2019,00:44:46,@RedVialRC @Georgedfesc @CGSPTLALNE2016 @MetroCDMX @Guivaco Es lo mas idiota que pueden hacer esos transitos de @TlalnepantladeB  son unos imbéciles policías de mierda,,
283,283,15/Nov/2019,00:44:50,Que paso @MetroCDMX,,
284,284,15/Nov/2019,00:44:54,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
285,285,15/Nov/2019,00:45:21,@metroCdmx qué pedo ? Cuando llueve por qué llueve cuando hace calor por qué hace calor frío sea la hora que se cómo@sea el día que sea es la misma chingadera que poca madre tengan respeto por la gente que si queremos llegar a casa después de una jornada laboral muy estresante .,,
286,286,15/Nov/2019,00:45:22,@MetroCDMX Que chingados pasa en línea 3?,3 ,
287,287,15/Nov/2019,00:45:47,"@MetroCDMX Vendedores Ambulantes... Línea A, estación Pantitlán, dirección La Paz ... https://t.co/JWJcNiKlVt",lineaA ,Paz 
288,288,15/Nov/2019,00:46:09,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
289,289,15/Nov/2019,00:46:25,"@MetroCDMX Vendedores Ambulantes... Línea A, estación Pantitlán, dirección La Paz ... https://t.co/umZY8wLSQE",lineaA ,Paz 
290,290,15/Nov/2019,00:47:57,Continua la reventa de  boletos ahora en el @MetroCDMX Observatorio,linea1 ,Observatorio 
291,291,15/Nov/2019,00:48:05,@MetroCDMX qué pedo con ustedes ? Si llueve por qué llueve si hace calor por qué hace calor pero es la misma chingadera no es posible señores hagan algo para agilizar el servicio después de una jornada laboral lo único que queremos es llegar a casa .. neta no mamen,,
292,292,15/Nov/2019,00:48:44,"@MetroCDMX @C5_CDMX @JosLuisLpezGar6 @MetroCDMX Buenas tardes. Por favor solo les pedimos que no nos quieran engañar, yo he presenciado esos momentos en los que los policías nadamas posan para la foto y una vez tomada vuelven a estar en el celular o a cotorrear en bolita con los demás... MEJORES POLICIAS!! POR FAVOR",,
293,293,15/Nov/2019,00:49:00,@MetroCDMX 4 min di pero parado en cada estación ..,4 ,
294,294,15/Nov/2019,00:50:22,@Claudiashein no intenta chamaquear como las poses del personal del @MetroCDMX,,
295,295,15/Nov/2019,00:50:59,"@MetroCDMX vomito en el vagon, linea naranja en constituyentes https://t.co/HK0YZmmeNE",naranja ,constituyentes 
296,296,15/Nov/2019,00:51:56,"@MetroCDMX @Aida2486071 Pd porque se queja tanto la jente en nosotros esta la solucion no comprandoles 
 No dandole alos indijentes  que estan en escsaeras de axeso alas estaciones antes de darles volten asia los trabajadores de limpieza son mayores y trabajando con dignidad",,
297,297,15/Nov/2019,00:52:03,"#EncuentrenLaLibretaDePaquitoPofavo info con @TatsuBeltran 

@MetroCDMX https://t.co/EwB6bkXDIy",,
298,298,15/Nov/2019,00:53:47,@MetroCDMX línea 3 por cada 5 convoyes dirección sur pasa uno dirección norte; #chinguenasuputamadre,3 5 ,norte 
299,299,15/Nov/2019,00:54:20,@C5_CDMX @JosLuisLpezGar6 @MetroCDMX Todas las mañanas es la misma situación... no basta con que según vayan a vigilar,,
300,300,15/Nov/2019,00:54:47,@MetroCDMX ahí te hablan?,,
301,301,15/Nov/2019,00:55:12,@MetroCDMX Por eso digo hay que poner mas botes de basura por la cultura mexicana es horrible,,
302,302,15/Nov/2019,00:56:33,@MetroCDMXQuejas @Claudiashein @MetroCDMX Lo único que exijo de muchas cosas es que la policía del metro ejecute bien su trabajo. Y no solo se ponga para la foto. Yo como usuario creo que me doy cuenta de más cosas que ellos... Y eso que yo voy de paso.,,
303,303,15/Nov/2019,00:56:36,"Aquí había comercio, bien por nosotros los usuarios de metro  porque nos agiliza el
Paso ente los pasillos, pero hay familias que viven de esto, y solo espero que hayan sido bien reubicados.  @MetroCDMX @Claudiashein  #cdmx https://t.co/5HjtwFcAka",,
304,304,15/Nov/2019,00:57:13,"@MetroCDMX Se necesitan más trenes para la línea 3, así esta Coyoacán en estos momentos https://t.co/wDMSoNXBdm",3 ,
305,305,15/Nov/2019,00:57:52,@MetroCDMX una pregunta. ¿Porque quitaron el metro vacío de las 7:25-7:35 de la línea 12 de atlalilco?,7 12 ,atlalilco 
306,306,15/Nov/2019,00:59:16,"@MetroCDMX #L1 Lenta, llena, se queda parada, y para nada son tres minutos.",L1 ,
307,307,15/Nov/2019,00:59:19,"@MetroCDMX vomito en el vagon, linea naranja en constituyentes https://t.co/HK0YZmmeNE",naranja ,constituyentes 
308,308,15/Nov/2019,01:05:33,"@MetroCDMX en la línea 9 deberían de poner las flechas de espera en el anden , para que la gente se vea obligada a  formarse  y no entremos como animales, un día nos vamos a matar.",9 ,
309,309,15/Nov/2019,01:05:43,@MetroCDMX Hola buenos samaritanos quien puede informarme como va linea 7 dirección el rosario? de antemano gracias.,linea6 7 ,rosario rosario 
310,310,15/Nov/2019,01:06:00,"@FelipeLeonLopez @nenulo @MetroCDMX ¡Buenos noches!, Felipe. Estamos trabajando en el reordenamiento del comercio ambulante en la vía pública, que incluye también la liberación de espacios en la #AlcaldíaCuauhtémoc. No solo es reubicación, sino dar orden y permitir el libre tránsito.",,
311,311,15/Nov/2019,01:06:14,Lámpara en mal estado vagón N.1587 línea 9 dirección Tacubaya @MetroCDMX @telediario @Claudiashein https://t.co/eqf44Zor2Q,linea1 9 ,Tacubaya Tacubaya Tacubaya 
312,312,15/Nov/2019,01:07:33,@MetroCDMX solo pedimos mejor capacitación para el personal que opera en la estación Constitución de 1917. 😠🤬,,
313,313,15/Nov/2019,01:09:42,"@FelipeLeonLopez @nenulo @MetroCDMX ¡Buenos noches!, Felipe. Estamos trabajando en el reordenamiento del comercio ambulante en la vía pública, que incluye también la liberación de espacios en la #AlcaldíaCuauhtémoc. No solo es reubicación, sino dar orden y permitir el libre tránsito.",,
314,314,15/Nov/2019,01:10:45,"@AlcCuauhtemocMx @nenulo @MetroCDMX Ojalá, porque cada ingreso o salida del metro es un riesgo con puestos de comida, aceite hirviendo y no se digan asaltos a transeúntes. Gracias por la respuesta",,
315,315,15/Nov/2019,01:13:09,Oye @MetroCDMX @GobCDMX  cuándo piensas mmm dar seguimiento a mi queja? O les vale madre como todo? https://t.co/MnjHRdbElh,,
316,316,15/Nov/2019,01:14:00,Oye @MetroCDMX @GobCDMX  cuándo piensan dar seguimiento a mi queja? O les vale madre como todo? https://t.co/w80Lq0os5I,,
317,317,15/Nov/2019,01:14:18,"@MetroCDMX  M.0186
Dirección martin carrera, todos venimos agotados y esta imprudente sentada. https://t.co/pkbeHYj4Mt",linea4 ,martin carrera martin carrera 
318,318,15/Nov/2019,01:14:37,@MetroCDMX la linea 6 es súper lenta media hora para salir del rosario,6 ,rosario rosario 
319,319,15/Nov/2019,01:15:00,@Vaquirro @MetroCDMX Literal acabo de ver tres güacaras en en el andén de Tacubaya L9 dirección Pantitlán 🤢😷,linea1 L9 ,Tacubaya Tacubaya Tacubaya 
320,320,15/Nov/2019,01:15:55,@silkmouth_ @MetroCDMX @MetroCDMX aquí también te hablan xoxo,,
321,321,15/Nov/2019,01:16:25,@MetroCDMX #Linea3 detenida en Balderas.,linea1 Linea3 ,Balderas Balderas 
322,322,15/Nov/2019,01:17:34,"@Transportacio18 @FirenzeM @MetroCDMX @maveruko ¿Y con un día creen que es suficiente para un curso de este rubro?
Y ya con este micro curso, van a querer fincar responsabilidades a los IJEs",,
323,323,15/Nov/2019,01:21:27,@MetroCDMX Ojala lo cuiden mejor en esta ocasión gracias @MetroCDMX,,
324,324,15/Nov/2019,01:22:03,"Vamos a realizar una inversión histórica en el @MetroCDMX 🚇 que consiste en la adquisición de 30 trenes, la modernización del pilotaje, la repotenciación de los trenes de la Línea 3 y del sistema de energía eléctrica 👉🏼 https://t.co/lvRvpyQ2ht https://t.co/ZYxBiYlIGL",3 ,
325,325,15/Nov/2019,01:23:07,4 miniconciertos en una tarde por la red del @MetroCDMX 13 Noviembre 2019. https://t.co/AoyYyBEVNp,4 ,
326,326,15/Nov/2019,01:24:07,4 miniconciertos en una tarde por la red del @MetroCDMX 13 Noviembre 2019. https://t.co/AoyYyBEVNp,4 ,
327,327,15/Nov/2019,01:25:00,@valeryconynoi @MetroCDMX Se ve súper contento el perrito de volver a verlos! 😅,,
328,328,15/Nov/2019,01:26:47,"@MetroCDMX Mostrar el avance por hora lo hace más inútil que el de cada media.... no cabe duda que las buenas ideas, sin alguien  que las secunden, mueren.",,
329,329,15/Nov/2019,01:27:32,@MetroCDMX 4 min línea 3? No digan mamadas prros😡,3 4 ,
330,330,15/Nov/2019,01:27:53,"#DenunciaCiudadana
Reducción de carril por elementos de @CGSPTLALNE2016 sobre Insurgentes y su cont. Carr. Méx- Pachuca a la alt. de #Periferico lo que ya genera complicaciones de la estación del @MetroCDMX #IndiosVerdes en dir. a #Pachuca.
Info: @Guivaco 
#TráficoRVial https://t.co/gCNsN9I1KA",linea1 ,Insurgentes Periferico 
331,331,15/Nov/2019,01:29:00,Y ahora q  @MetroCDMX línea 3 dirección Universidad,3 ,Universidad 
332,332,15/Nov/2019,01:29:32,@MetroCDMX tío metro que pedo con tus cajeras y con tu sistema? Nos haces cambiar tarjetas y luego me dices que no tienes sistema para recargarlas? Y tus empleados son más inaccesibles que tú? #PesimoServicio,,
333,333,15/Nov/2019,01:29:48,@MetroCDMX Y ahora que está pasando qué va lento el metro,,
334,334,15/Nov/2019,01:30:52,@MetroCDMX q pasa línea 3 dirección Universidad no avanza,3 ,Universidad 
335,335,15/Nov/2019,01:31:51,@GabaMaiden @MetroCDMX @grupoacir @SDyAmor @noticias889 @LaVillegas1 Felicidades. ¡Una entrevista bien lograda y una bien interesante investigación!,,
336,336,15/Nov/2019,01:32:27,@MetroCDMX Saben si está permitido pisarlos ?,,
337,337,15/Nov/2019,01:34:24,@MetroCDMX #LineaB por qué tarda tanto??,,
338,338,15/Nov/2019,01:34:58,"@MetroCDMX Buena noche L3 dirección indios verdes estamos en estación Coyoacán está llena de gente y ya van dos trenes que pasan vacíos y no se paran, tenemos 20 minutos esperando",L3 ,indios verdes 
339,339,15/Nov/2019,01:35:22,@pablojacksantos @MetroCDMXQuejas @MetroCDMX Lo se. Hasta que les pase van a saber lo que se siente y van a querer describirla de la peor manera posible.,,
340,340,15/Nov/2019,01:37:52,"@MetroCDMX Otra  vez, estrategia sardina y tiempo de espera de 6 minutos. Han pasado cuatro convoyes y no pudimos abordar.
2 convoyes vacíos y 2 llegaron a la Estación Coyoacán, dirección Indios 3 llenos.
¿Algún día mejorarán el servicio? https://t.co/4Vx9SFT0DV",2 2 3 6 ,cuatro Indios 
341,341,15/Nov/2019,01:38:47,"@MetroCDMX Estación  Coyoacán, dirección Indios Verdes. https://t.co/hOlCCOXs9e",linea3 ,Indios 
342,342,15/Nov/2019,01:39:55,"@MetroCDMX Como podrán ver, estamos formadas. ¿Será por eso que dan tan pésimo servicio? https://t.co/bsbeHp4yUO",,
343,343,15/Nov/2019,01:40:02,@MetroCDMX Yo por eso les meto un rodillazo en la cabeza,,
344,344,15/Nov/2019,01:40:33,"@MetroCDMX Uno más. Estación Coyoacán, dirección Indios Verdes. https://t.co/BhZJd4OXbx",linea3 ,Indios 
345,345,15/Nov/2019,01:41:27,"@MetroCDMX Los animales entienden más que los humanos 
Les dices y se hacen como que no oyen",linea3 ,humanos 
346,346,15/Nov/2019,01:42:18,@Mrs_2910 @alfonsoriosr @MetroCDMX Comparto esta joya https://t.co/xjHwVdJ9ow,,
347,347,15/Nov/2019,01:42:51,"@MetroCDMX Mintiendo como siempre, estan tardando cerca de 6 minutos. Estación Niños héroes dirección Universidad",linea3 6 ,Niños Universidad 
348,348,15/Nov/2019,01:43:51,No me había dado cuenta que el @MetroCDMX Niños Héroes ahora también tiene otro nombre. 😯 https://t.co/7RY94kTc9y,linea3 ,Niños 
349,349,15/Nov/2019,01:44:01,@MetroCDMX Las escaleras de transborde a #LB en Guerrero parece mercado de Tepito y los policías con los celulares,linea3 ,Guerrero Guerrero Tepito 
350,350,15/Nov/2019,01:44:08,@MetroCDMX Décadas sin poner un límite. Ahora fuménselo!,,
351,351,15/Nov/2019,01:44:11,Que paso ahí @MetroCDMX https://t.co/3LukdS5pMu,,
352,352,15/Nov/2019,01:44:23,"Como ellos ocupan la violencia, las mordidas no les dicen nada, los quitan para la foto y los vuelven a poner, que coraje @FirenzeM @MetroCDMX @DenunciasMetro @Mnoseprivatiza https://t.co/bTFPl8zSZO",,
353,353,15/Nov/2019,01:44:31,@Elfranc72766765 @MetroCDMX @FirenzeM @DenunciasMetro @Dagda2018 @arizpe_javier @FrancoZepeda6 @Dalila_Sarabia @Contralacorru13 A de ser de alguien corrupto que compra a la famosa cuarta transformación,,
354,354,15/Nov/2019,01:44:38,@emiliano1205789 @Elfranc72766765 @DenunciasMetro @MetroCDMX @FirenzeM @5antaMerlina @Dalila_Sarabia @FrancoZepeda6 @Claudiashein @arizpe_javier @lopezobrador_ Son los únicos ambulantes que quedan Tacubaya línea 9 ¿Que raro? https://t.co/mT80QvF08j,linea1 9 ,Tacubaya Tacubaya Tacubaya 
355,355,15/Nov/2019,01:44:49,"@MetroCDMX En la línea B dirección universidad no hay corridas, llevamos más de 10 minutos esperando",linea3 ,universidad 
356,356,15/Nov/2019,01:44:52,"@MetroCDMX está escalera tiene más de dos meses sin funcionar y no tiene letrero de que no funciona, ¿los ciudadanos somos su burla? https://t.co/oAtlLg8ZD7",,
357,357,15/Nov/2019,01:44:59,@arizpe_javier @RealHades_ @KillerQ16054101 @DenunciasMetro @Elfranc72766765 @MetroCDMX @FirenzeM @Claudiashein @Dalila_Sarabia @FrancoZepeda6 @Contralacorru13 @lopezobrador_ @ContraloriaCDMX @MElenaPerezJaen @MuySuFrida @5antaMerlina @Mnoseprivatiza Todo un tema lo de la luz de los locales ...super negocio para la subgerencia de instalaciones eléctricas ...pero eso ya lo sabe @FirenzeM ..sabe de la denuncia que dejó Gaviño y todos los implicados siguen en la nómina del metro..verdad? @Claudiashein te están picando los ojitos,,
358,358,15/Nov/2019,01:45:34,"@MetroCDMX Pierdes tu tiempo metro, son de los que se ponen en la puerta habiendo espacio o con su puta mochila estorbando. Cómo buen mexicano &lt;todo mundo lo hace, no pasa nada&gt;.",,
359,359,15/Nov/2019,01:45:53,@094_adri @MetroCDMX Bien hecho woman,,
360,360,15/Nov/2019,01:46:10,"@MetroCDMX Pues hagan acto de presencia en vagones... Rondines por ejemplo, generen anuncios que indiquen que dicha conducta afecta.",,
361,361,15/Nov/2019,01:46:13,@joaquini07 @MetroCDMX Y que me dices de los que no se quitan la mochila?,,
362,362,15/Nov/2019,01:47:51,@MetroCDMX Y nadie les dice nada...,,
363,363,15/Nov/2019,01:48:49,@SilviaSelvaSalv @MetroCDMX Guerrero?,linea3 ,Guerrero Guerrero 
364,364,15/Nov/2019,01:49:13,@MetroCDMX Chapultepec saben como va dirección pantitlan?,linea1 ,Chapultepec pantitlan pantitlan pantitlan pantitlan 
365,365,15/Nov/2019,01:49:37,@DiegoRodrigoHV @MetroCDMX No sabías son sus jorobas!!,,
366,366,15/Nov/2019,01:51:07,@joaquini07 @MetroCDMX Exacto. Por eso nunca está demás un buen codazo o aventarlos con todo y mochila. La gente no puede subir por sus mamadas. Maleducados.,,
367,367,15/Nov/2019,01:51:11,@MetroCDMX WEY ¿¿POR QUÉ TUS ESCALERAS ELECTRICAS NUNCA PINCHES FUNCIONAN??,,
368,368,15/Nov/2019,01:51:33,"@MetroCDMX ¿Dónde puedo conseguir la nueva tarjeta? ¿Es cierto que se pueden cambiar 2 tarjetas viejas por la nueva? ¿En dónde? 

Respondan.",2 ,
369,369,15/Nov/2019,01:51:52,@MetroCDMX Línea 3 guerrero dirección universidad más de 10 min sin que pase,3 ,guerrero universidad guerrero 
370,370,15/Nov/2019,01:54:18,@MetroCDMX Linea 1 lentísimo,1 ,
371,371,15/Nov/2019,01:54:22,"@senadomexicano parece transbordo a las 8:00 am en @MetroCDMX Hidalgo, ""antes de entrar permuta salir!"" https://t.co/YE3ePTcATD",linea2 8 ,Hidalgo Hidalgo 
372,372,15/Nov/2019,01:54:48,@ToniFrancois Yo voy a llegar en @MetroCDMX,,
373,373,15/Nov/2019,01:56:48,"@MetroCDMX Ahora que no está lloviendo , no se callo nadie , no se poncho ninguna llanta , no mamen L2",L2 ,
374,374,15/Nov/2019,01:57:18,"@MetroCDMX 10 minutos en hospital general línea 3 dirección universidad, mentirosos",linea2 3 ,general hospital general universidad hospital 
375,375,15/Nov/2019,01:58:04,@MetroCDMX el N1258 algo trae flojo,,
376,376,15/Nov/2019,01:58:14,"@MetroCDMX Pues la línea 3 va bien de CU a Indios verdes, estoy a la altura de Zapata",3 ,Indios verdes Zapata Zapata 
377,377,15/Nov/2019,01:59:03,@MetroCDMX Que esta pasando con la #L3 que no ha pasado ni un metro en dirección universidad... Llevo mas de 10 min esperando en #MCentroMedico 😒,L3 ,universidad 
378,378,15/Nov/2019,02:00:43,@1D_gabiie @MetroCDMX Línea 3 dlv,3 ,
379,379,15/Nov/2019,02:02:46,"#Policía 
Se desconoce si intentó quitarse la vida, pero les metió tremendo susto a los usuarios del @MetroCDMX ⬇️

https://t.co/RKJrXBWQ52",,
